CCLE.sampleid	CCLE.name	CCLE.depMapID	CCLE.site_Primary	CCLE.site_Subtype1	CCLE.site_Subtype2	CCLE.site_Subtype3	CCLE.histology	CCLE.histology_Subtype1	CCLE.histology_Subtype2	CCLE.histology_Subtype3	CCLE.gender	CCLE.age	CCLE.race	CCLE.disease	CCLE.type
KM12_LARGE_INTESTINE	KM12	ACH-000969	large_intestine	colon	NS	NS	carcinoma	adenocarcinoma	NS	NS				colon_cancer	colorectal
COLO849_SKIN	COLO-849	ACH-001045	skin	NS	NS	NS	malignant_melanoma	NS	NS	NS	male	43	caucasian	Skin Cancer	melanoma
T84_LARGE_INTESTINE	T84	ACH-000381	large_intestine	colon	NS	NS	carcinoma	adenocarcinoma	NS	NS	male	72			colorectal
CALU1_LUNG	Calu-1	ACH-000511	lung	NS	NS	NS	carcinoma	squamous_cell_carcinoma	NS	NS	male	47	caucasian	lung_cancer	lung_NSC
LOXIMVI_SKIN	LOX IMVI	ACH-000750	skin	NS	NS	NS	malignant_melanoma	NS	NS	NS	male	58		skin_cancer	melanoma
NCIH2170_LUNG	NCI-H2170	ACH-000481	lung	NS	NS	NS	carcinoma	squamous_cell_carcinoma	NS	NS	male				lung_NSC
SQ1_LUNG	Sq-1	ACH-000553	lung	NS	NS	NS	carcinoma	squamous_cell_carcinoma	NS	NS				Lung Cancer	lung_NSC
AN3CA_ENDOMETRIUM	AN3 CA	ACH-000940	endometrium	NS	NS	NS	carcinoma	adenocarcinoma	NS	NS	female	55	caucasian		endometrium
NCIH2444_LUNG	NCI-H2444	ACH-000186	lung	NS	NS	NS	carcinoma	non_small_cell_carcinoma	NS	NS	male				lung_NSC
UACC257_SKIN	UACC-257	ACH-000579	skin	NS	NS	NS	malignant_melanoma	NS	NS	NS				melanoma	melanoma
KYSE510_OESOPHAGUS	KYSE-510	ACH-000824	oesophagus	upper_third	NS	NS	carcinoma	squamous_cell_carcinoma	NS	NS	female	67	asian		esophagus
MOLM13_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	MOLM-13	ACH-000362	haematopoietic_and_lymphoid_tissue	NS	NS	NS	haematopoietic_neoplasm	acute_myeloid_leukaemia	M5a	NS	male	20		Leukemia	AML
HUPT4_PANCREAS	HUP-T4	ACH-000213	pancreas	NS	NS	NS	carcinoma	NS	NS	NS	male	60	asian		pancreas
MOGGCCM_CENTRAL_NERVOUS_SYSTEM	MOG-G-CCM	ACH-001125	central_nervous_system	brain	NS	NS	glioma	astrocytoma	NS	NS					glioma
KYSE30_OESOPHAGUS	KYSE-30	ACH-000777	oesophagus	NS	NS	NS	carcinoma	squamous_cell_carcinoma	NS	NS	male	64	asian	Esophageal Cancer	esophagus
KYSE150_OESOPHAGUS	KYSE-150	ACH-000855	oesophagus	upper_third	NS	NS	carcinoma	squamous_cell_carcinoma	NS	NS	female	49	asian		esophagus
PSN1_PANCREAS	PSN1	ACH-000320	pancreas	NS	NS	NS	carcinoma	ductal_carcinoma	NS	NS					pancreas
NCIH1299_LUNG	NCI-H1299	ACH-000510	lung	NS	NS	NS	carcinoma	non_small_cell_carcinoma	NS	NS	male	43	caucasian	lung_cancer	lung_NSC
PATU8988T_PANCREAS	PA-TU-8988T	ACH-000023	pancreas	NS	NS	NS	carcinoma	ductal_carcinoma	NS	NS	female	64			pancreas
IGR37_SKIN	IGR-37	ACH-000650	skin	NS	NS	NS	malignant_melanoma	NS	NS	NS	male	26		Skin Cancer	melanoma
LN443_CENTRAL_NERVOUS_SYSTEM	LN-443	ACH-000673	central_nervous_system	brain	NS	NS	glioma	astrocytoma_Grade_IV	NS	NS	male				glioma
SLR23_KIDNEY	SLR 23	ACH-000246	kidney	NS	NS	NS	carcinoma	renal_cell_carcinoma	NS	NS					kidney
HMEL_BREAST	HMEL	ACH-000642	breast	NS	NS	NS	other	immortalized_epithelial	NS	NS					breast
OELE_OVARY	OELE	ACH-000494	ovary	NS	NS	NS	other	immortalized_epithelial	NS	NS					ovary
LN235_CENTRAL_NERVOUS_SYSTEM	LN-235	ACH-000591	central_nervous_system	brain	NS	NS	glioma	astrocytoma_Grade_IV	NS	NS	male				glioma
BJHTERT_SKIN	BJ hTERT	ACH-001018	skin	foreskin	NS	NS	other	immortalized_fibroblast	NS	NS					melanoma
LN428_CENTRAL_NERVOUS_SYSTEM	LN-428	ACH-000455	central_nervous_system	brain	NS	NS	glioma	astrocytoma_Grade_IV	NS	NS	male				glioma
SLR24_KIDNEY	SLR 24	ACH-000272	kidney	NS	NS	NS	carcinoma	renal_cell_carcinoma	NS	NS					kidney
EWS502_BONE	EWS502	ACH-000279	bone	NS	NS	NS	Ewings_sarcoma-peripheral_primitive_neuroectodermal_tumour	NS	NS	NS					Ewings_Sarcoma
SALE_LUNG	SALE	ACH-000064	lung	NS	NS	NS	other	immortalized_epithelial	NS	NS					
HCC2814_LUNG	HCC-2814	ACH-000690	lung	NS	NS	NS	carcinoma	squamous_cell_carcinoma	NS	NS					lung_NSC
SKRC31_KIDNEY	SK-RC 31	ACH-001194	kidney	NS	NS	NS	carcinoma	renal_cell_carcinoma	NS	NS					kidney
TIG3TD_FIBROBLAST	TIG-3 TD	ACH-001207	lung	NS	NS	NS	other	immortalized_embryonic_fibroblast	NS	NS					
TC32_BONE	TC-32	ACH-001205	bone	NS	NS	NS	Ewings_sarcoma-peripheral_primitive_neuroectodermal_tumour	NS	NS	NS	female				Ewings_Sarcoma
SF172_CENTRAL_NERVOUS_SYSTEM	SF-172	ACH-000887	central_nervous_system	brain	NS	NS	glioma	astrocytoma_Grade_IV	glioblastoma_multiforme	NS	female				glioma
PRECLH_PROSTATE	PrEC LH	ACH-000170	prostate	NS	NS	NS	other	immortalized_epithelial	NS	NS					prostate
U343_CENTRAL_NERVOUS_SYSTEM	U343	ACH-000036	central_nervous_system	NS	NS	NS	glioma	astrocytoma_Grade_III	NS	NS					glioma
RCC4_KIDNEY	RCC-4	ACH-001175	kidney	NS	NS	NS	carcinoma	clear_cell_renal_cell_carcinoma	NS	NS					kidney
LN215_CENTRAL_NERVOUS_SYSTEM	LN-215	ACH-000328	central_nervous_system	brain	NS	NS	glioma	astrocytoma_Grade_IV	NS	NS					glioma
LN464_CENTRAL_NERVOUS_SYSTEM	LN-464	ACH-000676	central_nervous_system	brain	NS	NS	glioma	astrocytoma_Grade_IV	NS	NS	male				glioma
SLR25_KIDNEY	SLR 25	ACH-000300	kidney	NS	NS	NS	carcinoma	renal_cell_carcinoma	NS	NS					kidney
U178_CENTRAL_NERVOUS_SYSTEM	U-178	ACH-000208	central_nervous_system	brain	NS	NS	glioma	astrocytoma_Grade_IV	glioblastoma_multiforme	NS	male				glioma
F5_CENTRAL_NERVOUS_SYSTEM	F5	ACH-001067	central_nervous_system	meninges	NS	NS	meningioma	NS	NS	NS	male				meningioma
HEKTE_KIDNEY	HEK TE	ACH-000049	kidney	NS	NS	NS	other	immortalized_epithelial	NS	NS					kidney
SLR26_KIDNEY	SLR 26	ACH-000600	kidney	NS	NS	NS	carcinoma	renal_cell_carcinoma	NS	NS					kidney
SKRC20_KIDNEY	SK-RC-20	ACH-000385	kidney	NS	NS	NS	carcinoma	clear_cell_renal_cell_carcinoma	NS	NS					kidney
SF767_CERVIX	SF767	ACH-000490	central_nervous_system	NS	NS	NS	glioma	astrocytoma_Grade_III-IV	NS	NS	female				glioma
A1207_CENTRAL_NERVOUS_SYSTEM	A1207	ACH-000283	central_nervous_system	NS	NS	NS	glioma	NS	NS	NS	female				glioma
LN319_CENTRAL_NERVOUS_SYSTEM	LN-319	ACH-000128	central_nervous_system	brain	NS	NS	glioma	astrocytoma_Grade_III	NS	NS	male				glioma
HCC364_LUNG	HCC364	ACH-000575	lung	NS	NS	NS	carcinoma	adenocarcinoma	NS	NS					lung_NSC
UMRC6_KIDNEY	UMRC6	ACH-001225	kidney	NS	NS	NS	carcinoma	renal_cell_carcinoma	NS	NS					kidney
LN382_CENTRAL_NERVOUS_SYSTEM	LN382	ACH-000215	central_nervous_system	NS	NS	NS	glioma	astrocytoma_Grade_IV	NS	NS	male				glioma
IOMMLEE_CENTRAL_NERVOUS_SYSTEM	IOMM-Lee	ACH-000629	central_nervous_system	meninges	NS	NS	meningioma	NS	NS	NS					meningioma
UMRC2_KIDNEY	UMRC2	ACH-001224	kidney	NS	NS	NS	carcinoma	clear_cell_renal_cell_carcinoma	NS	NS					kidney
DFCI024_LUNG	DFCI024	ACH-001058	lung	NS	NS	NS	carcinoma	non_small_cell_carcinoma	NS	NS					lung_NSC
HCC1897_LUNG	HCC-1897	ACH-001079	lung	NS	NS	NS	carcinoma	squamous_cell_carcinoma	NS	NS					lung_NSC
SLR21_KIDNEY	SLR 21	ACH-000016	kidney	NS	NS	NS	carcinoma	renal_cell_carcinoma	NS	NS					kidney
LNZ308_CENTRAL_NERVOUS_SYSTEM	LNZ308	ACH-000760	central_nervous_system	NS	NS	NS	glioma	astrocytoma_Grade_IV	NS	NS	female				glioma
LN340_CENTRAL_NERVOUS_SYSTEM	LN-340	ACH-000634	central_nervous_system	brain	NS	NS	glioma	astrocytoma_Grade_IV	NS	NS	male				glioma
HCC827GR5_LUNG	HCC827 GR5	ACH-000029	lung	NS	NS	NS	carcinoma	non_small_cell_carcinoma	NS	NS					lung_NSC
SLR20_KIDNEY	SLR 20	ACH-000127	kidney	NS	NS	NS	carcinoma	renal_cell_carcinoma	NS	NS					kidney
HK2_KIDNEY	HK-2	ACH-001087	kidney	NS	NS	NS	other	immortalized_epithelial	NS	NS					kidney
EW8_BONE	EW8	ACH-000499	bone	NS	NS	NS	Ewings_sarcoma-peripheral_primitive_neuroectodermal_tumour	NS	NS	NS					Ewings_Sarcoma
UOK101_KIDNEY	UOK101	ACH-000262	kidney	NS	NS	NS	carcinoma	clear_cell_renal_cell_carcinoma	NS	NS	female				kidney
JHESOAD1_OESOPHAGUS	JH-EsoAd1	ACH-000216	oesophagus	NS	NS	NS	carcinoma	barrett_associated_adenocarcinoma	NS	NS	male				
CH157MN_CENTRAL_NERVOUS_SYSTEM	CH-157MN	ACH-000025	central_nervous_system	meninges	NS	NS	meningioma	NS	NS	NS					meningioma
MOLP2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	MOLP-2	ACH-000453	haematopoietic_and_lymphoid_tissue	NS	NS	NS	lymphoid_neoplasm	plasma_cell_myeloma	NS	NS	male	55			multiple_myeloma
SCC25_UPPER_AERODIGESTIVE_TRACT	SCC-25	ACH-000188	upper_aerodigestive_tract	mouth	tongue	NS	carcinoma	squamous_cell_carcinoma	NS	NS	male	70			upper_aerodigestive
UT7_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	UT-7	ACH-001230	haematopoietic_and_lymphoid_tissue	NS	NS	NS	haematopoietic_neoplasm	acute_myeloid_leukaemia	M7	NS	male	64			AML
MHHNB11_AUTONOMIC_GANGLIA	MHH-NB-11	ACH-000078	autonomic_ganglia	NS	NS	NS	neuroblastoma	NS	NS	NS	male	4	caucasian		neuroblastoma
HCC1806_BREAST	HCC1806	ACH-000624	breast	NS	NS	NS	carcinoma	ductal_carcinoma	squamous_cell_carcinoma	NS	female	60	african_american	breast_cancer	breast
GRANTA519_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	GRANTA-519	ACH-000073	haematopoietic_and_lymphoid_tissue	NS	NS	NS	lymphoid_neoplasm	mantle_cell_lymphoma	NS	NS	female	58	caucasian	mantle_cell_lymphoma	lymphoma_other
MONOMAC6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	MONO-MAC-6	ACH-000006	haematopoietic_and_lymphoid_tissue	NS	NS	NS	haematopoietic_neoplasm	acute_myeloid_leukaemia	M5	NS	male	64			AML
MKN7_STOMACH	MKN7	ACH-000678	stomach	NS	NS	NS	carcinoma	tubular_adenocarcinoma	NS	NS	male	39	asian		stomach
SW1710_URINARY_TRACT	SW-1710	ACH-000566	urinary_tract	bladder	NS	NS	carcinoma	transitional_cell_carcinoma	NS	NS	female	84	caucasian		urinary_tract
MOLT13_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	MOLT-13	ACH-000795	haematopoietic_and_lymphoid_tissue	NS	NS	NS	lymphoid_neoplasm	acute_lymphoblastic_T_cell_leukaemia	L2	NS	female	2			T-cell_ALL
SR786_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	SR-786	ACH-000338	haematopoietic_and_lymphoid_tissue	NS	NS	NS	lymphoid_neoplasm	anaplastic_large_cell_lymphoma	NS	NS	male	11		anaplastic_large_cell_lymphoma	lymphoma_other
SCC15_UPPER_AERODIGESTIVE_TRACT	SCC-15	ACH-000254	upper_aerodigestive_tract	mouth	tongue	NS	carcinoma	squamous_cell_carcinoma	NS	NS	male	55			upper_aerodigestive
RS5_FIBROBLAST	RS-5	ACH-000531	pleura	NS	NS	NS	mesothelioma	NS	NS	NS	male	78			mesothelioma
NCIH2126_LUNG	NCI-H2126	ACH-000785	lung	NS	NS	NS	carcinoma	adenocarcinoma	NS	NS	male	65	caucasian	lung_cancer	lung_NSC
NCIH2141_LUNG	NCI-H2141	ACH-001138	lung	NS	NS	NS	carcinoma	small_cell_carcinoma	NS	NS	male	58	caucasian		lung_small_cell
NCIH1385_LUNG	NCI-H1385	ACH-000737	lung	NS	NS	NS	carcinoma	squamous_cell_carcinoma	NS	NS					lung_NSC
HCC827_LUNG	HCC827	ACH-000012	lung	NS	NS	NS	carcinoma	adenocarcinoma	NS	NS	female	39	caucasian	lung_cancer	lung_NSC
RD_SOFT_TISSUE	RD	ACH-000169	soft_tissue	striated_muscle	NS	NS	rhabdomyosarcoma	embryonal	NS	NS	female	7	caucasian		soft_tissue
TT_THYROID	TT	ACH-001321	thyroid	NS	NS	NS	carcinoma	medullary_carcinoma	NS	NS	female	77	caucasian	medulla_carcinoma	thyroid
TF1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	TF-1	ACH-000387	haematopoietic_and_lymphoid_tissue	NS	NS	NS	haematopoietic_neoplasm	acute_myeloid_leukaemia	M6	NS	male	35	asian		AML
HS172T_FIBROBLAST	Hs 172.T	ACH-000088	urinary_tract	bladder	NS	NS	carcinoma	NS	NS	NS	male	50	caucasian		urinary_tract
HS834T_FIBROBLAST	Hs 834.T	ACH-000275	skin	NS	NS	NS	malignant_melanoma	NS	NS	NS					melanoma
TE125T_FIBROBLAST	TE 125.T	ACH-000079	soft_tissue	striated_muscle	NS	NS	rhabdomyosarcoma	NS	NS	NS	female	1	caucasian		soft_tissue
8305C_THYROID	8305C	ACH-001306	thyroid	NS	NS	NS	carcinoma	anaplastic_carcinoma	NS	NS	female	67			thyroid
UACC812_BREAST	UACC-812	ACH-000568	breast	NS	NS	NS	carcinoma	ductal_carcinoma	NS	NS	female	43		invasive_ductal_carcinoma	breast
ALLSIL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	ALL-SIL	ACH-000105	haematopoietic_and_lymphoid_tissue	NS	NS	NS	lymphoid_neoplasm	acute_lymphoblastic_T_cell_leukaemia	NS	NS	male	17		TALL	T-cell_ALL
KASUMI2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	KASUMI-2	ACH-000728	haematopoietic_and_lymphoid_tissue	NS	NS	NS	lymphoid_neoplasm	acute_lymphoblastic_B_cell_leukaemia	L2	NS	male	15		acute lymphoblastic leukemia	leukemia_other
DND41_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	DND-41	ACH-000981	haematopoietic_and_lymphoid_tissue	NS	NS	NS	lymphoid_neoplasm	acute_lymphoblastic_T_cell_leukaemia	NS	NS	male	13		TALL	T-cell_ALL
ME1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	ME-1	ACH-000439	haematopoietic_and_lymphoid_tissue	NS	NS	NS	haematopoietic_neoplasm	acute_myeloid_leukaemia	M4	NS	male	40	asian		AML
DM3_FIBROBLAST	DM-3	ACH-000742	pleura	NS	NS	NS	mesothelioma	NS	NS	NS	male	62			mesothelioma
JEKO1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	JeKo-1	ACH-000357	haematopoietic_and_lymphoid_tissue	NS	NS	NS	lymphoid_neoplasm	mantle_cell_lymphoma	NS	NS	female	78		mantle_cell_lymphoma	lymphoma_other
JJN3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	JJN-3	ACH-000653	haematopoietic_and_lymphoid_tissue	NS	NS	NS	lymphoid_neoplasm	plasma_cell_myeloma	NS	NS	female	57		multiple_myeloma	multiple_myeloma
NUDHL1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NU-DHL-1	ACH-000388	haematopoietic_and_lymphoid_tissue	NS	NS	NS	lymphoid_neoplasm	diffuse_large_B_cell_lymphoma	NS	NS	male	73	caucasian		lymphoma_DLBCL
CL14_LARGE_INTESTINE	CL-14	ACH-000342	large_intestine	colon	sigmoid	NS	carcinoma	NS	NS	NS	male				colorectal
KYO1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	KYO-1	ACH-000604	haematopoietic_and_lymphoid_tissue	NS	NS	NS	haematopoietic_neoplasm	blast_phase_chronic_myeloid_leukaemia	NS	NS	male	22	asian		CML
JL1_PLEURA	JL-1	ACH-000645	pleura	NS	NS	NS	mesothelioma	NS	NS	NS	male	54			mesothelioma
CAL148_BREAST	CAL-148	ACH-000902	breast	NS	NS	NS	carcinoma	ductal_carcinoma	NS	NS	female	58		breast_cancer	breast
NALM19_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NALM-19	ACH-000130	haematopoietic_and_lymphoid_tissue	NS	NS	NS	lymphoid_neoplasm	acute_lymphoblastic_B_cell_leukaemia	NS	NS	male	26			B-cell_ALL
HPBALL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	HPB-ALL	ACH-000942	haematopoietic_and_lymphoid_tissue	NS	NS	NS	lymphoid_neoplasm	acute_lymphoblastic_T_cell_leukaemia	NS	NS	male	14	asian	TALL	T-cell_ALL
SUPT11_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	SUP-T11	ACH-000122	haematopoietic_and_lymphoid_tissue	NS	NS	NS	lymphoid_neoplasm	peripheral_T_cell_lymphoma_unspecified	NS	NS	male	74			lymphoma_other
CL40_LARGE_INTESTINE	CL-40	ACH-000798	large_intestine	colon	right	NS	carcinoma	NS	NS	NS	female				colorectal
MDAMB134VI_BREAST	MDA-MB-134-VI	ACH-000044	breast	NS	NS	NS	carcinoma	ductal_carcinoma	NS	NS	female	47	caucasian	invasive_ductal_carcinoma	breast
HCC1500_BREAST	HCC1500	ACH-000349	breast	NS	NS	NS	carcinoma	ductal_carcinoma	NS	NS	female	32	african_american	ductal_carcinoma	breast
HCC1599_BREAST	HCC1599	ACH-000196	breast	NS	NS	NS	carcinoma	ductal_carcinoma	NS	NS	female	44	caucasian		breast
SUPHD1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	SUP-HD1	ACH-001203	haematopoietic_and_lymphoid_tissue	lymph_node	NS	NS	lymphoid_neoplasm	Hodgkin_lymphoma	NS	NS	male	37			lymphoma_Hodgkin
MOTN1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	MOTN-1	ACH-001130	haematopoietic_and_lymphoid_tissue	lymph_node	NS	NS	lymphoid_neoplasm	T_cell_large_granular_lymphocytic_leukaemia	NS	NS	female	65			lymphoma_other
OCIAML3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	OCI-AML3	ACH-000336	haematopoietic_and_lymphoid_tissue	NS	NS	NS	haematopoietic_neoplasm	acute_myeloid_leukaemia	M4	NS	male	57			AML
SUDHL10_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	SU-DHL-10	ACH-000271	haematopoietic_and_lymphoid_tissue	NS	NS	NS	lymphoid_neoplasm	diffuse_large_B_cell_lymphoma	NS	NS	male	25		diffuse_histiocytic_lymphoma	lymphoma_DLBCL
SUDHL4_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	SU-DHL-4	ACH-000365	haematopoietic_and_lymphoid_tissue	NS	NS	NS	lymphoid_neoplasm	diffuse_large_B_cell_lymphoma	NS	NS	male	38		diffuse_histiocytic_lymphoma	lymphoma_DLBCL
RH41_SOFT_TISSUE	RH-41	ACH-000100	soft_tissue	striated_muscle	NS	NS	rhabdomyosarcoma	alveolar	NS	NS	female				soft_tissue
OCILY19_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	OCI-LY-19	ACH-000124	haematopoietic_and_lymphoid_tissue	NS	NS	NS	lymphoid_neoplasm	diffuse_large_B_cell_lymphoma	NS	NS	female	27		germinal center B-cell-like (GCB) DLBCL	lymphoma_DLBCL
MOLM6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	MOLM-6	ACH-000321	haematopoietic_and_lymphoid_tissue	NS	NS	NS	haematopoietic_neoplasm	blast_phase_chronic_myeloid_leukaemia	NS	NS	male	44			CML
SKMM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	SK-MM-2	ACH-000363	haematopoietic_and_lymphoid_tissue	NS	NS	NS	lymphoid_neoplasm	plasma_cell_myeloma	NS	NS	male	54			multiple_myeloma
KASUMI6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	Kasumi-6	ACH-000166	haematopoietic_and_lymphoid_tissue	NS	NS	NS	haematopoietic_neoplasm	acute_myeloid_leukaemia	M2	NS	male	64	asian		AML
HS698T_FIBROBLAST	Hs 698.T	ACH-000850	large_intestine	colon	NS	NS	carcinoma	adenocarcinoma	NS	NS	male	70	american_indian		colorectal
UACC893_BREAST	UACC-893	ACH-000554	breast	NS	NS	NS	carcinoma	ductal_carcinoma	NS	NS	female	57	caucasian	breast_cancer	breast
MINO_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	Mino	ACH-000220	haematopoietic_and_lymphoid_tissue	NS	NS	NS	lymphoid_neoplasm	mantle_cell_lymphoma	NS	NS	male	64	caucasian	mantle_cell_lymphoma	lymphoma_other
CHP126_AUTONOMIC_GANGLIA	CHP-126	ACH-000136	autonomic_ganglia	NS	NS	NS	neuroblastoma	NS	NS	NS	female	1.166666667		neuroblastoma	neuroblastoma
COLO680N_OESOPHAGUS	COLO-680N	ACH-000717	oesophagus	NS	NS	NS	carcinoma	squamous_cell_carcinoma	NS	NS	female	57	african_american		esophagus
COLO678_LARGE_INTESTINE	COLO-678	ACH-000350	large_intestine	colon	NS	NS	carcinoma	adenocarcinoma	NS	NS	male	69			colorectal
LAMA84_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	LAMA-84	ACH-000301	haematopoietic_and_lymphoid_tissue	NS	NS	NS	haematopoietic_neoplasm	blast_phase_chronic_myeloid_leukaemia	NS	NS	female	29			CML
CMLT1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	CML-T1	ACH-000920	haematopoietic_and_lymphoid_tissue	NS	NS	NS	haematopoietic_neoplasm	blast_phase_chronic_myeloid_leukaemia	NS	NS	female	36			CML
EHEB_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	EHEB	ACH-000038	haematopoietic_and_lymphoid_tissue	NS	NS	NS	lymphoid_neoplasm	chronic_lymphocytic_leukaemia-small_lymphocytic_lymphoma	NS	NS	female	69			lymphoma_other
CAL54_KIDNEY	CAL-54	ACH-000457	kidney	NS	NS	NS	carcinoma	renal_cell_carcinoma	NS	NS	male	75			kidney
BV173_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	BV-173	ACH-000432	haematopoietic_and_lymphoid_tissue	NS	NS	NS	haematopoietic_neoplasm	blast_phase_chronic_myeloid_leukaemia	NS	NS	male	45			CML
DOHH2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	DOHH-2	ACH-000056	haematopoietic_and_lymphoid_tissue	NS	NS	NS	lymphoid_neoplasm	diffuse_large_B_cell_lymphoma	NS	NS	male	60			lymphoma_DLBCL
EOL1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	EOL-1	ACH-000198	haematopoietic_and_lymphoid_tissue	NS	NS	NS	haematopoietic_neoplasm	acute_myeloid_leukaemia	M5	NS	male	33			AML
NALM6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NALM-6	ACH-000938	haematopoietic_and_lymphoid_tissue	NS	NS	NS	lymphoid_neoplasm	acute_lymphoblastic_B_cell_leukaemia	NS	NS	male	19			B-cell_ALL
VMCUB1_URINARY_TRACT	VM-CUB1	ACH-000545	urinary_tract	bladder	NS	NS	carcinoma	transitional_cell_carcinoma	NS	NS	male				urinary_tract
LP1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	LP-1	ACH-000204	haematopoietic_and_lymphoid_tissue	NS	NS	NS	lymphoid_neoplasm	plasma_cell_myeloma	NS	NS	female	56		multiple_myeloma	multiple_myeloma
LXF289_LUNG	LXF-289	ACH-000787	lung	NS	NS	NS	carcinoma	adenocarcinoma	NS	NS	male	63			lung_NSC
MONOMAC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	MONO-MAC-1	ACH-001129	haematopoietic_and_lymphoid_tissue	NS	NS	NS	haematopoietic_neoplasm	acute_myeloid_leukaemia	M5	NS	male	64			AML
PL21_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	PL-21	ACH-000218	haematopoietic_and_lymphoid_tissue	NS	NS	NS	haematopoietic_neoplasm	acute_myeloid_leukaemia	M3	NS	male	24			AML
PF382_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	PF-382	ACH-000937	haematopoietic_and_lymphoid_tissue	NS	NS	NS	lymphoid_neoplasm	acute_lymphoblastic_T_cell_leukaemia	NS	NS	female	6		TALL	T-cell_ALL
NALM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NALM-1	ACH-000462	haematopoietic_and_lymphoid_tissue	NS	NS	NS	haematopoietic_neoplasm	blast_phase_chronic_myeloid_leukaemia	NS	NS	female	3			CML
OCIAML2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	OCI-AML2	ACH-000113	haematopoietic_and_lymphoid_tissue	NS	NS	NS	haematopoietic_neoplasm	acute_myeloid_leukaemia	M4	NS	male	65			AML
MHHCALL3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	MHH-CALL-3	ACH-000032	haematopoietic_and_lymphoid_tissue	NS	NS	NS	lymphoid_neoplasm	acute_lymphoblastic_B_cell_leukaemia	NS	NS	female	11			B-cell_ALL
JURLMK1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	JURL-MK1	ACH-000326	haematopoietic_and_lymphoid_tissue	NS	NS	NS	haematopoietic_neoplasm	blast_phase_chronic_myeloid_leukaemia	NS	NS	male	73			CML
OCIAML5_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	OCI-AML5	ACH-000065	haematopoietic_and_lymphoid_tissue	NS	NS	NS	haematopoietic_neoplasm	acute_myeloid_leukaemia	M4	NS	male	77			AML
KE37_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	KE-37	ACH-000101	haematopoietic_and_lymphoid_tissue	NS	NS	NS	lymphoid_neoplasm	acute_lymphoblastic_T_cell_leukaemia	NS	NS	male	27			leukemia_other
JK1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	JK-1	ACH-000241	haematopoietic_and_lymphoid_tissue	NS	NS	NS	haematopoietic_neoplasm	blast_phase_chronic_myeloid_leukaemia	NS	NS	male	62			CML
RI1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	RI-1	ACH-000398	haematopoietic_and_lymphoid_tissue	NS	NS	NS	lymphoid_neoplasm	B_cell_lymphoma_unspecified	NS	NS	female	57		b_cell_non_hodgkin_lymphoma	lymphoma_other
